eventname	origintime	hyplon	hyplat	hypdepth (km)	mw	network	station	stlon	stlat	stelev	hypdist	duration_e	duration_n	duration_horiz	pga	pgv	tPGV_origin	tPGV_parriv	tPGA_origin	tPGA_parriv	polygon	ask14	sk13	z16	ask14_dE	ask14_dE_std	ask14_dS	ask14_dS_std	ask14_dPol	ask14_dPol_std	ask14_dP	sk13_dE	sk13_dE_std	sk13_dS	sk13_dS_std	sk13_dPol	sk13_dPol_std	sk13_dP	z16_dE	z16_dE_std	z16_dS	z16_dS_std	z16_dPol	z16_dPol_std	z16_dP
485	2020/10/12T8:53:19.0	26.2747	35.6277	6	3.9	HL	IMMV	23.9811	35.4606	230	208.8957571	60	60	60	0.000659307	2.20E-05	-1247353.21	-1247362.412	-1247356.82	-1247366.022	1	0.105571379	0.842119632	-2.044064827	0.644603314	0.178875538	-0.602272365	0.142626229	-0.121445062	0.10801017	0.20063364	0.681503013	0.173326785	0.039304153	0.134722363	-0.178695094	0.099378435	0.215406021	0.605344914	0.183182499	-0.492019759	0.137244976	-0.13043653	0.110764729	0.169666038
491	2020/10/14T22:22:49.9	26.3617	35.6195	12	4	HL	IMMV	23.9811	35.4606	230	216.9414039	60	60	60	0.000845094	3.76E-05	-1025987.17	-1025996.372	-1025987.11	-1025996.312	1	0.244400624	0.990850978	-1.735789649	0.483845668	0.168438225	-0.602272365	0.142626229	-0.121445062	0.10801017	0.500220531	0.546429163	0.163203881	0.039304153	0.134722363	-0.178695094	0.099378435	0.499211218	0.610530238	0.172686224	-0.492019759	0.137244976	-0.13043653	0.110764729	0.472755892
464	2020/10/2T15:28:17.4	24.0271	34.6838	34	3.6	HC	IMOD	24.7995	34.9731	243	84.82392622	60	60	60	0.000962685	7.29E-05	-2087685.093	-2087694.295	-2087685.193	-2087694.395	1	-1.08397061	-0.908974213	-3.86332968	-0.097151574	0.225831797	-0.524820493	0.195088721	-0.121445062	0.10801017	-0.324605333	-0.149868871	0.218782997	-0.342357914	0.18625102	-0.178695094	0.099378435	-0.322653873	-0.654375181	0.231839588	-0.521594519	0.189395805	-0.13043653	0.110764729	-0.36030396
467	2020/10/5T20:50:25.6	25.3217	34.3085	11	3.7	HC	IMOD	24.7995	34.9731	243	88.62437363	60	60	60	0.001232642	9.93E-05	-1809159.468	-1809168.67	-1809159.568	-1809168.77	1	-0.969104061	-0.771186345	-3.56125889	-0.645361412	0.209641842	-0.524820493	0.195088721	-0.121445062	0.10801017	0.338471054	-0.596115667	0.203130762	-0.342357914	0.18625102	-0.178695094	0.099378435	0.261380791	-1.02370929	0.214761473	-0.521594519	0.189395805	-0.13043653	0.110764729	0.31110094
469	2020/10/7T18:32:0.2	25.0845	34.3039	12	3.6	HC	IMOD	24.7995	34.9731	243	79.64820836	60	60	60	0.001951955	0.000144989	-1644660.93	-1644670.132	-1644660.85	-1644670.052	1	-0.494395208	-0.333693046	-3.281655651	-0.219246221	0.244506912	-0.524820493	0.195088721	-0.121445062	0.10801017	0.387064715	-0.216609509	0.236845861	-0.342357914	0.18625102	-0.178695094	0.099378435	0.319367932	-0.732283705	0.251839672	-0.521594519	0.189395805	-0.13043653	0.110764729	0.299278594
470	2020/10/8T6:16:35.1	24.2413	34.6051	4	3.7	HC	IMOD	24.7995	34.9731	243	65.53288943	60	60	60	0.002115915	0.000146931	-1602391.821	-1602401.023	-1602391.751	-1602400.953	1	-0.978673037	-0.853542255	-3.611216863	0.2616655	0.235002413	-0.524820493	0.195088721	-0.121445062	0.10801017	-0.578124834	0.191702728	0.227648763	-0.342357914	0.18625102	-0.178695094	0.099378435	-0.608793514	-0.115732089	0.241620595	-0.521594519	0.189395805	-0.13043653	0.110764729	-0.646834234
471	2020/10/8T10:2:32.7	24.31	34.7086	44	3.5	HC	IMOD	24.7995	34.9731	243	69.44757956	60	60	60	0.001891249	0.000113676	-1588834.821	-1588844.023	-1588834.891	-1588844.093	1	-0.558222382	-0.444715739	-3.549526555	1.010458937	0.291712152	-0.524820493	0.195088721	-0.121445062	0.10801017	-0.906467617	0.935553005	0.28235022	-0.342357914	0.18625102	-0.178695094	0.099378435	-0.943817275	0.482211579	0.304518827	-0.521594519	0.189395805	-0.13043653	0.110764729	-1.183087594
475	2020/10/11T14:55:27.8	24.1507	34.6848	42	3.9	HC	IMOD	24.7995	34.9731	243	79.56055263	60	60	60	0.001594928	0.000126656	-1312061.356	-1312070.558	-1312061.186	-1312070.388	1	-1.344594752	-1.143793913	-3.595245831	-0.191962899	0.225268322	-0.524820493	0.195088721	-0.121445062	0.10801017	-0.49041815	-0.191994007	0.218245943	-0.342357914	0.18625102	-0.178695094	0.099378435	-0.515348437	-0.275827603	0.231236895	-0.521594519	0.189395805	-0.13043653	0.110764729	-0.470767689
476	2020/10/12T0:30:41.2	26.293	35.6314	21	5.1	HC	IMOD	24.7995	34.9731	243	155.6790374	60	60	60	0.015592491	0.000984007	-1277523.477	-1277532.679	-1277523.417	-1277532.619	1	-0.171218893	0.21515389	-0.584162157	-0.868885145	0.104558228	-0.524820493	0.195088721	-0.121445062	0.10801017	1.359879954	-0.718689592	0.101010256	-0.342357914	0.18625102	-0.178695094	0.099378435	1.370294951	0.762958612	0.111240824	-0.521594519	0.189395805	-0.13043653	0.110764729	1.501529771
477	2020/10/12T0:44:26.5	26.3168	35.6003	27	4.4	HC	IMOD	24.7995	34.9731	243	156.9547759	60	60	60	0.002502981	0.000161863	-1276698.687	-1276707.889	-1276698.797	-1276707.999	1	-0.549937745	-0.180670625	-1.918369716	-0.138118991	0.145103528	-0.524820493	0.195088721	-0.121445062	0.10801017	0.250394949	-0.023105317	0.140510509	-0.342357914	0.18625102	-0.178695094	0.099378435	0.27888616	0.567691467	0.149660425	-0.521594519	0.189395805	-0.13043653	0.110764729	0.362589357
478	2020/10/12T1:11:58.5	26.3113	35.6314	22	4.1	HC	IMOD	24.7995	34.9731	243	157.2716143	60	60	60	0.001416453	7.73E-05	-1275046.807	-1275056.009	-1275046.717	-1275055.919	1	-0.46834576	-0.139256162	-2.325733295	-0.036606783	0.192228846	-0.524820493	0.195088721	-0.121445062	0.10801017	0.230474726	0.029956555	0.186266417	-0.342357914	0.18625102	-0.178695094	0.099378435	0.267238752	0.226734311	0.196779682	-0.521594519	0.189395805	-0.13043653	0.110764729	0.296182933
480	2020/10/12T2:38:53.6	26.2921	35.6122	19	4.1	HC	IMOD	24.7995	34.9731	243	154.3713322	60	60	60	0.001173021	7.81E-05	-1269832.297	-1269841.499	-1269831.917	-1269841.119	1	-0.701460624	-0.37322945	-2.559050817	-0.088105118	0.179097305	-0.524820493	0.195088721	-0.121445062	0.10801017	0.048858197	-0.02074638	0.173537804	-0.342357914	0.18625102	-0.178695094	0.099378435	0.083968399	0.168972904	0.183411771	-0.521594519	0.189395805	-0.13043653	0.110764729	0.120626818
481	2020/10/12T4:11:27.9	26.2926	35.6319	8	5.2	HC	IMOD	24.7995	34.9731	243	154.436898	60	60	60	0.028564112	0.002465131	-1264277.227	-1264286.429	-1264277.157	-1264286.359	1	0.276625456	0.599068541	-0.078236633	-0.610439738	0.103953817	-0.524820493	0.195088721	-0.121445062	0.10801017	1.549278897	-0.500548741	0.100412146	-0.342357914	0.18625102	-0.178695094	0.099378435	1.536068751	1.103181701	0.110680821	-0.521594519	0.189395805	-0.13043653	0.110764729	1.667232206
483	2020/10/12T4:38:36.9	26.2766	35.6003	18	3.7	HC	IMOD	24.7995	34.9731	243	152.4117893	60	60	60	0.000478228	2.29E-05	-1262647.458	-1262656.66	-1262647.408	-1262656.61	1	-0.767496475	-0.493744861	-3.321284315	0.526859813	0.224974311	-0.524820493	0.195088721	-0.121445062	0.10801017	-0.632142585	0.536386966	0.217962546	-0.342357914	0.18625102	-0.178695094	0.099378435	-0.593680358	0.20866413	0.23089966	-0.521594519	0.189395805	-0.13043653	0.110764729	-0.681297905
484	2020/10/12T5:0:33.6	26.282	35.5966	18	3.9	HC	IMOD	24.7995	34.9731	243	152.6612873	60	60	60	0.00148533	8.32E-05	-1261332.798	-1261342	-1261332.868	-1261342.07	1	-0.061109498	0.239650707	-2.26057281	0.434264213	0.175177603	-0.524820493	0.195088721	-0.121445062	0.10801017	0.166839992	0.484726214	0.169740699	-0.342357914	0.18625102	-0.178695094	0.099378435	0.191375962	0.395730794	0.179449218	-0.521594519	0.189395805	-0.13043653	0.110764729	0.192346935
485	2020/10/12T8:53:19.0	26.2747	35.6277	6	3.9	HC	IMOD	24.7995	34.9731	243	152.6935765	60	60	60	0.001685295	8.03E-05	-1247367.328	-1247376.53	-1247367.388	-1247376.59	1	0.065695492	0.366467068	-2.133764384	0.644603314	0.178875538	-0.524820493	0.195088721	-0.121445062	0.10801017	0.083305881	0.681503013	0.173326785	-0.342357914	0.18625102	-0.178695094	0.099378435	0.121415524	0.605344914	0.183182499	-0.521594519	0.189395805	-0.13043653	0.110764729	0.109541242
487	2020/10/14T1:52:19.0	26.2958	35.6305	12	3.7	HC	IMOD	24.7995	34.9731	243	154.8853251	60	60	60	0.000879278	4.84E-05	-1099823.621	-1099832.823	-1099823.831	-1099833.033	1	-0.120208573	0.154370139	-2.673751667	0.5224955	0.244695363	-0.524820493	0.195088721	-0.121445062	0.10801017	0.01950963	0.527676951	0.237026916	-0.342357914	0.18625102	-0.178695094	0.099378435	0.063144656	0.217716891	0.252035043	-0.521594519	0.189395805	-0.13043653	0.110764729	-0.042818018
491	2020/10/14T22:22:49.9	26.3617	35.6195	12	4	HC	IMOD	24.7995	34.9731	243	159.6335398	60	60	60	0.00183147	0.000113264	-1025994.213	-1026003.415	-1025993.163	-1026002.365	1	0.039945531	0.356188291	-1.986605444	0.483845668	0.168438225	-0.524820493	0.195088721	-0.121445062	0.10801017	0.218313566	0.546429163	0.163203881	-0.342357914	0.18625102	-0.178695094	0.099378435	0.246210597	0.610530238	0.172686224	-0.521594519	0.189395805	-0.13043653	0.110764729	0.251514857
498	2020/10/20T22:0:38.6	25.2393	34.3213	22	3.9	HC	IMOD	24.7995	34.9731	243	85.7245539	60	60	60	0.001513402	0.000112017	-508936.605	-508945.8066	-508936.715	-508945.9166	1	-1.257843762	-1.040168926	-3.499262514	0.856317781	0.294280028	-0.524820493	0.195088721	-0.121445062	0.10801017	-1.451947841	0.82043538	0.284783018	-0.342357914	0.18625102	-0.178695094	0.099378435	-1.424152837	0.846588343	0.307416347	-0.521594519	0.189395805	-0.13043653	0.110764729	-1.497200317
499	2020/10/21T3:4:50.5	25.2393	34.3213	27	3.8	HC	IMOD	24.7995	34.9731	243	87.15577514	60	60	60	0.001524871	0.000109836	-490692.175	-490701.3766	-490692.285	-490701.4866	1	-1.003556825	-0.795745737	-3.418777689	-0.230164795	0.34241313	-0.524820493	0.195088721	-0.121445062	0.10801017	-0.111178327	-0.230195791	0.331105265	-0.342357914	0.18625102	-0.178695094	0.099378435	-0.129098477	-0.424495997	0.364881898	-0.521594519	0.189395805	-0.13043653	0.110764729	-0.145631153
504	2020/10/24T2:6:45.5	26.2793	35.5957	18	3.8	HC	IMOD	24.7995	34.9731	243	152.3997341	60	60	60	0.000436039	3.15E-05	-234961.843	-234971.0446	-234958.573	-234967.7746	1	-1.07543659	-0.788228895	-3.450505326	0.101932649	0.197341108	-0.524820493	0.195088721	-0.121445062	0.10801017	-0.515155536	0.123600246	0.191220601	-0.342357914	0.18625102	-0.178695094	0.099378435	-0.475377673	-0.110331504	0.20203096	-0.521594519	0.189395805	-0.13043653	0.110764729	-0.491523282
127	2020/4/11T10:22:55.6	26.1795	35.2176	21	4.8	HL	ITM	21.92522	37.17872	423	440.6252486	60	60	60	8.78E-05	8.31E-06	-17139557.8	-17139567	-17139564.41	-17139573.61	1	-1.276741114	-1.237688324	-2.114963091	-0.225334057	0.110173683	-0.51959954	0.192022635	-0.121445062	0.10801017	-0.394414307	-0.112820926	0.106491447	-0.68331618	0.18333454	-0.178695094	0.099378435	-0.347457663	1.008544521	0.116456224	-0.439946795	0.185841228	-0.13043653	0.110764729	-0.356504797
150	2020/5/2T12:51:9.2	25.6915	34.4366	9	6	HL	ITM	21.92522	37.17872	423	456.5774952	60	60	60	0.000331034	7.52E-05	-15316258.72	-15316267.92	-15316243.81	-15316253.01	1	-1.894908728	-2.198205571	-1.708518006	-0.930147423	0.106111378	-0.51959954	0.192022635	-0.121445062	0.10801017	-0.307768555	-1.180843283	0.102497743	-0.68331618	0.18333454	-0.178695094	0.099378435	-0.239952554	1.292843971	0.112683034	-0.439946795	0.185841228	-0.13043653	0.110764729	-0.234359161
157	2020/5/2T16:44:31.3	25.6375	34.4577	5	4.8	HL	ITM	21.92522	37.17872	423	451.2862981	60	60	60	5.62E-05	7.53E-06	-15302244.01	-15302253.21	-15302250.76	-15302259.96	1	-1.616606338	-1.593491856	-2.465371658	-0.245896595	0.11412002	-0.51959954	0.192022635	-0.121445062	0.10801017	-0.713716993	-0.194919121	0.110326472	-0.68331618	0.18333454	-0.178695094	0.099378435	-0.621163	0.940341723	0.12013804	-0.439946795	0.185841228	-0.13043653	0.110764729	-0.638710566
184	2020/5/16T2:30:28.1	25.719	34.3469	8	4	HL	ITM	21.92522	37.17872	423	465.2145055	60	60	60	2.29E-05	1.68E-06	-14143885.78	-14143894.98	-14143913.53	-14143922.73	1	-0.652074787	-0.757808984	-2.779268925	-0.030194475	0.132544136	-0.51959954	0.192022635	-0.121445062	0.10801017	0.035112438	-0.03559069	0.128296532	-0.68331618	0.18333454	-0.178695094	0.099378435	0.05519144	-0.033928878	0.137582008	-0.439946795	0.185841228	-0.13043653	0.110764729	0.021662768
190	2020/5/18T4:18:23.7	25.6998	34.4962	14	4.6	HL	ITM	21.92522	37.17872	423	452.8014671	60	60	60	3.77E-05	6.38E-06	-13964615.4	-13964624.6	-13964612.36	-13964621.56	1	-1.570016697	-1.5760987	-2.717505215	-0.515807616	0.110764242	-0.51959954	0.192022635	-0.121445062	0.10801017	-0.397216331	-0.461402119	0.107071669	-0.68331618	0.18333454	-0.178695094	0.099378435	-0.337286846	0.400549135	0.117004469	-0.439946795	0.185841228	-0.13043653	0.110764729	-0.351051535
193	2020/5/18T11:48:9.0	25.6073	34.3121	15	4.5	HL	ITM	21.92522	37.17872	423	460.7115577	60	60	60	2.21E-05	3.66E-06	-13937628.91	-13937638.11	-13937629.05	-13937638.25	1	-1.809416255	-1.840961659	-3.118152179	-0.655706001	0.140087429	-0.51959954	0.192022635	-0.121445062	0.10801017	-0.496717504	-0.592341311	0.135626449	-0.68331618	0.18333454	-0.178695094	0.099378435	-0.471210613	0.119249391	0.14483218	-0.439946795	0.185841228	-0.13043653	0.110764729	-0.470398755
196	2020/5/18T23:22:37.2	25.5762	34.3066	7	5.2	HL	ITM	21.92522	37.17872	423	458.9157473	60	60	60	8.84E-05	1.73E-05	-13895957.83	-13895967.03	-13895961.01	-13895970.21	1	-1.855664529	-1.883577851	-2.248637142	-0.826509415	0.104603435	-0.51959954	0.192022635	-0.121445062	0.10801017	-0.372162365	-0.81379422	0.101050847	-0.68331618	0.18333454	-0.178695094	0.099378435	-0.292373897	0.823476381	0.11129827	-0.439946795	0.185841228	-0.13043653	0.110764729	-0.305110708
318	2020/6/19T21:17:15.2	25.5542	34.5483	15	4.5	HL	ITM	21.92522	37.17872	423	439.0792636	60	60	60	4.50E-05	2.06E-06	-11138690.34	-11138699.54	-11138681.3	-11138690.5	1	-1.316137557	-1.315161271	-2.603401295	-0.398291969	0.154560632	-0.51959954	0.192022635	-0.121445062	0.10801017	-0.260852838	-0.313895484	0.1497064	-0.68331618	0.18333454	-0.178695094	0.099378435	-0.223856053	0.405278012	0.158960249	-0.439946795	0.185841228	-0.13043653	0.110764729	-0.241676491
476	2020/10/12T0:30:41.2	26.293	35.6314	21	5.1	HL	ITM	21.92522	37.17872	423	428.2403865	60	60	60	0.00012071	9.87E-06	-1277484.71	-1277493.912	-1277484.49	-1277493.692	1	-1.682156366	-1.632941882	-2.134417397	-0.868885145	0.104558228	-0.51959954	0.192022635	-0.121445062	0.10801017	-0.156278472	-0.718689592	0.101010256	-0.68331618	0.18333454	-0.178695094	0.099378435	-0.136842555	0.762958612	0.111240824	-0.439946795	0.185841228	-0.13043653	0.110764729	-0.130373193
481	2020/10/12T4:11:27.9	26.2926	35.6319	8	5.2	HL	ITM	21.92522	37.17872	423	427.7308918	60	60	60	0.000193035	1.37E-05	-1264239.38	-1264248.582	-1264251.07	-1264260.272	1	-1.384486274	-1.369840032	-1.750518655	-0.610439738	0.103953817	-0.51959954	0.192022635	-0.121445062	0.10801017	-0.117053786	-0.500548741	0.100412146	-0.68331618	0.18333454	-0.178695094	0.099378435	-0.091881557	1.103181701	0.110680821	-0.439946795	0.185841228	-0.13043653	0.110764729	-0.08669754
127	2020/4/11T10:22:55.6	26.1795	35.2176	21	4.8	HL	JAN	20.84874	39.65616	526	682.1562864	60	60	60	0.000237339	4.05E-06	-17139516.31	-17139525.51	-17139517.94	-17139527.14	1	1.809504434	1.64484786	0.675185858	-0.225334057	0.110173683	1.366964288	0.226416527	-0.121445062	0.10801017	0.805267412	-0.112820926	0.106491447	1.091470412	0.216746558	-0.178695094	0.099378435	0.760291929	1.008544521	0.116456224	1.212835536	0.219592929	-0.13043653	0.110764729	0.780861821
150	2020/5/2T12:51:9.2	25.6915	34.4366	9	6	HL	JAN	20.84874	39.65616	526	721.6879149	60	60	60	0.000333805	5.24E-05	-15316217.3	-15316226.5	-15316228.28	-15316237.48	1	0.276082689	-0.15404761	0.258743579	-0.930147423	0.106111378	1.366964288	0.226416527	-0.121445062	0.10801017	-0.023340967	-1.180843283	0.102497743	1.091470412	0.216746558	-0.178695094	0.099378435	0.029418815	1.292843971	0.112683034	1.212835536	0.219592929	-0.13043653	0.110764729	0.080120093
157	2020/5/2T16:44:31.3	25.6375	34.4577	5	4.8	HL	JAN	20.84874	39.65616	526	716.8773727	60	60	60	0.000153364	5.20E-06	-15302222.82	-15302232.02	-15302237.46	-15302246.66	1	1.685930125	1.457263135	0.510125974	-0.245896595	0.11412002	1.366964288	0.226416527	-0.121445062	0.10801017	0.702255641	-0.194919121	0.110326472	1.091470412	0.216746558	-0.178695094	0.099378435	0.654805399	0.940341723	0.12013804	1.212835536	0.219592929	-0.13043653	0.110764729	0.684004735
190	2020/5/18T4:18:23.7	25.6998	34.4962	14	4.6	HL	JAN	20.84874	39.65616	526	716.8230047	60	60	60	9.29E-05	3.99E-06	-13964581.11	-13964590.31	-13964606.89	-13964616.09	1	1.614575722	1.359089566	0.1417698	-0.515807616	0.110764242	1.366964288	0.226416527	-0.121445062	0.10801017	0.900812259	-0.461402119	0.107071669	1.091470412	0.216746558	-0.178695094	0.099378435	0.823114828	0.400549135	0.117004469	1.212835536	0.219592929	-0.13043653	0.110764729	0.855441149
196	2020/5/18T23:22:37.2	25.5762	34.3066	7	5.2	HL	JAN	20.84874	39.65616	526	727.5213558	60	60	60	8.70E-05	6.15E-06	-13895925.01	-13895934.21	-13895913.26	-13895922.46	1	0.421107486	0.158487851	-0.279185822	-0.826509415	0.104603435	1.366964288	0.226416527	-0.121445062	0.10801017	0.018045822	-0.81379422	0.101050847	1.091470412	0.216746558	-0.178695094	0.099378435	-0.025094787	0.823476381	0.11129827	1.212835536	0.219592929	-0.13043653	0.110764729	0.011558281
436	2020/9/18T16:28:18.6	25.2933	34.9338	52	5.3	HL	JAN	20.84874	39.65616	526	657.6288864	60	60	60	0.000242768	1.14E-05	-3293601.27	-3293610.472	-3293584.47	-3293593.672	1	0.642720037	0.479187045	0.114213484	-0.273046508	0.11201441	1.366964288	0.226416527	-0.121445062	0.10801017	-0.313804534	-0.229920928	0.108296396	1.091470412	0.216746558	-0.178695094	0.099378435	-0.288268885	1.498907075	0.118139703	1.212835536	0.219592929	-0.13043653	0.110764729	-0.270473107
476	2020/10/12T0:30:41.2	26.293	35.6314	21	5.1	HL	JAN	20.84874	39.65616	526	656.1621218	60	60	60	8.65E-05	4.65E-06	-1277448.68	-1277457.882	-1277446.81	-1277456.012	1	-0.04548273	-0.15923289	-0.76383065	-0.868885145	0.104558228	1.366964288	0.226416527	-0.121445062	0.10801017	-0.406168664	-0.718689592	0.101010256	1.091470412	0.216746558	-0.178695094	0.099378435	-0.437920155	0.762958612	0.111240824	1.212835536	0.219592929	-0.13043653	0.110764729	-0.412568777
481	2020/10/12T4:11:27.9	26.2926	35.6319	8	5.2	HL	JAN	20.84874	39.65616	526	655.7996231	60	60	60	8.79E-05	6.54E-06	-1264218.82	-1264228.022	-1264229.21	-1264238.412	1	-0.211817556	-0.348455085	-0.832361578	-0.610439738	0.103953817	1.366964288	0.226416527	-0.121445062	0.10801017	-0.830948897	-0.500548741	0.100412146	1.091470412	0.216746558	-0.178695094	0.099378435	-0.845283202	1.103181701	0.110680821	1.212835536	0.219592929	-0.13043653	0.110764729	-0.821322794
498	2020/10/20T22:0:38.6	25.2393	34.3213	22	3.9	HL	JAN	20.84874	39.65616	526	709.565728	60	60	60	0.000224767	5.96E-06	-508863.62	-508872.8216	-508863.78	-508872.9816	1	3.94108883	3.604836725	1.337803533	0.856317781	0.294280028	1.366964288	0.226416527	-0.121445062	0.10801017	1.85519997	0.82043538	0.284783018	1.091470412	0.216746558	-0.178695094	0.099378435	1.787024488	0.846588343	0.307416347	1.212835536	0.219592929	-0.13043653	0.110764729	1.605435674
127	2020/4/11T10:22:55.6	26.1795	35.2176	21	4.8	HA	KALE	22.1398	38.3911	760	504.3343112	60	60	60	6.92E-05	7.13E-06	-17139533.48	-17139542.68	-17139539.16	-17139548.36	1	-0.747885915	-0.330381287	-1.788828351	-0.225334057	0.110173683	0.050213441	0.218499402	-0.121445062	0.10801017	-0.43537209	-0.112820926	0.106491447	0.284321888	0.209078312	-0.178695094	0.099378435	-0.407788694	1.008544521	0.116456224	-0.02851614	0.211751817	-0.13043653	0.110764729	-0.441800712
150	2020/5/2T12:51:9.2	25.6915	34.4366	9	6	HA	KALE	22.1398	38.3911	760	542.2315484	60	60	60	0.000316294	7.09E-05	-15316230.96	-15316240.16	-15316240.79	-15316249.99	1	-1.014735422	-0.930390595	-1.009493905	-0.930147423	0.106111378	0.050213441	0.218499402	-0.121445062	0.10801017	0.002591769	-1.180843283	0.102497743	0.284321888	0.209078312	-0.178695094	0.099378435	0.060224355	1.292843971	0.112683034	-0.02851614	0.211751817	-0.13043653	0.110764729	0.053234285
190	2020/5/18T4:18:23.7	25.6998	34.4962	14	4.6	HA	KALE	22.1398	38.3911	760	537.3810028	60	60	60	3.52E-05	4.77E-06	-13964600.43	-13964609.63	-13964600.83	-13964610.03	1	-0.673330347	-0.336710436	-2.046796812	-0.515807616	0.110764242	0.050213441	0.218499402	-0.121445062	0.10801017	-0.070342963	-0.461402119	0.107071669	0.284321888	0.209078312	-0.178695094	0.099378435	-0.06553665	0.400549135	0.117004469	-0.02851614	0.211751817	-0.13043653	0.110764729	-0.091773787
196	2020/5/18T23:22:37.2	25.5762	34.3066	7	5.2	HA	KALE	22.1398	38.3911	760	548.1993928	60	60	60	8.65E-05	8.74E-06	-13895954.03	-13895963.23	-13895941.8	-13895951	1	-0.879960539	-0.564147113	-1.495049845	-0.826509415	0.104603435	0.050213441	0.218499402	-0.121445062	0.10801017	0.033728644	-0.81379422	0.101050847	0.284321888	0.209078312	-0.178695094	0.099378435	0.059418774	0.823476381	0.11129827	-0.02851614	0.211751817	-0.13043653	0.110764729	0.037045934
436	2020/9/18T16:28:18.6	25.2933	34.9338	52	5.3	HA	KALE	22.1398	38.3911	760	478.9522306	60	60	60	0.000249901	2.02E-05	-3293613.8	-3293623.002	-3293631.78	-3293640.982	1	-0.651679927	-0.263552664	-1.115048189	-0.273046508	0.11201441	0.050213441	0.218499402	-0.121445062	0.10801017	-0.291453651	-0.229920928	0.108296396	0.284321888	0.209078312	-0.178695094	0.099378435	-0.223860069	1.498907075	0.118139703	-0.02851614	0.211751817	-0.13043653	0.110764729	-0.258383104
476	2020/10/12T0:30:41.2	26.293	35.6314	21	5.1	HA	KALE	22.1398	38.3911	760	480.4211049	60	60	60	9.33E-05	8.58E-06	-1277482.5	-1277491.702	-1277482.57	-1277491.772	1	-1.282810901	-0.83226179	-1.921857718	-0.868885145	0.104558228	0.050213441	0.218499402	-0.121445062	0.10801017	-0.326745988	-0.718689592	0.101010256	0.284321888	0.209078312	-0.178695094	0.099378435	-0.303800531	0.762958612	0.111240824	-0.02851614	0.211751817	-0.13043653	0.110764729	-0.329244169
481	2020/10/12T4:11:27.9	26.2926	35.6319	8	5.2	HA	KALE	22.1398	38.3911	760	479.9443063	60	60	60	0.00013186	1.19E-05	-1264228.5	-1264237.702	-1264225.05	-1264234.252	1	-1.111870839	-0.692713109	-1.661556864	-0.610439738	0.103953817	0.050213441	0.218499402	-0.121445062	0.10801017	-0.414251333	-0.500548741	0.100412146	0.284321888	0.209078312	-0.178695094	0.099378435	-0.382392701	1.103181701	0.110680821	-0.02851614	0.211751817	-0.13043653	0.110764729	-0.409166404
70	2020/2/7T2:24:1.2	26.5302	35.246	5	4	HL	KARP	27.16106	35.5471	524	66.56578728	60	60	60	0.013268557	0.000467193	-22697945.96	-22697955.16	-22697946.09	-22697955.29	1	0.500470647	1.022832783	-1.631149929	0.198734745	0.379180367	0.291833907	0.142414076	-0.121445062	0.10801017	0.147295205	0.15276245	0.366358028	0.787885498	0.134451257	-0.178695094	0.099378435	0.17627839	0.275865445	0.411727435	0.251356975	0.137454286	-0.13043653	0.110764729	0.168683672
105	2020/3/21T18:58:34.2	25.8925	35.5376	10	3.7	HL	KARP	27.16106	35.5471	524	115.5196422	60	60	60	0.004500952	0.000136772	-18923060.5	-18923069.7	-18923061.18	-18923070.38	1	1.118710701	1.716863449	-1.477252186	0.690953562	0.183445759	0.291833907	0.142414076	-0.121445062	0.10801017	0.273316442	0.695828381	0.177746643	0.787885498	0.134451257	-0.178695094	0.099378435	0.327243126	0.304212402	0.187826546	0.251356975	0.137454286	-0.13043653	0.110764729	0.294234458
127	2020/4/11T10:22:55.6	26.1795	35.2176	21	4.8	HL	KARP	27.16106	35.5471	524	98.76101411	60	60	60	0.020618617	0.001482612	-17139601.2	-17139610.4	-17139601.07	-17139610.27	1	-0.047805904	0.671519546	-0.862200371	-0.225334057	0.110173683	0.291833907	0.142414076	-0.121445062	0.10801017	0.023087456	-0.112820926	0.106491447	0.787885498	0.134451257	-0.178695094	0.099378435	0.09054853	1.008544521	0.116456224	0.251356975	0.137454286	-0.13043653	0.110764729	0.204954154
138	2020/4/19T10:34:29.7	25.0214	34.3707	15	3.8	HL	KARP	27.16106	35.5471	524	235.4978516	60	60	60	0.000349927	7.84E-06	-16447701.88	-16447711.08	-16447703.64	-16447712.84	1	0.118259048	0.740545814	-2.304632476	-0.212806541	0.209393089	0.291833907	0.142414076	-0.121445062	0.10801017	0.176624892	-0.176138741	0.202890066	0.787885498	0.134451257	-0.178695094	0.099378435	0.222892612	-0.445255609	0.214513456	0.251356975	0.137454286	-0.13043653	0.110764729	0.216322179
140	2020/4/22T6:5:50.8	26.1887	35.2139	19	4.4	HL	KARP	27.16106	35.5471	524	97.7434148	60	60	60	0.003604324	0.000206486	-16204625.33	-16204634.53	-16204625.13	-16204634.33	1	-0.951316372	-0.287227554	-2.375903365	-0.274604441	0.244362319	0.291833907	0.142414076	-0.121445062	0.10801017	-0.831152628	-0.227178854	0.236705329	0.787885498	0.134451257	-0.178695094	0.099378435	-0.753840643	0.352725466	0.251685304	0.251356975	0.137454286	-0.13043653	0.110764729	-0.652929785
