eventname	origintime	hyplon	hyplat	hypdepth (km)	mw	network	station	stlon	stlat	stelev	hypdist	duration_e	duration_n	duration_horiz	pga	pgv	tPGV_origin	tPGV_parriv	tPGA_origin	tPGA_parriv	polygon	ask14	sk13	z16	ask14_dE	ask14_dE_std	ask14_dS	ask14_dS_std	ask14_dPol	ask14_dPol_std	ask14_dP	sk13_dE	sk13_dE_std	sk13_dS	sk13_dS_std	sk13_dPol	sk13_dPol_std	sk13_dP	z16_dE	z16_dE_std	z16_dS	z16_dS_std	z16_dPol	z16_dPol_std	z16_dP
150	2020/5/2T12:51:9.2	25.6915	34.4366	9	6	HT	NEST	21.0489	40.4147	1056	780.2051372	60	60	60	0.000220118	3.49E-05	-15316220.55	-15316229.75	-15316220.41	-15316229.61	1	0.441309405	-0.160335235	0.291146155	-0.930147423	0.106111378	1.363691442	0.282096449	-0.121445062	0.10801017	0.145158596	-1.180843283	0.102497743	0.905445169	0.270263519	-0.178695094	0.099378435	0.209156434	1.292843971	0.112683034	1.07974758	0.273466814	-0.13043653	0.110764729	0.245610626
157	2020/5/2T16:44:31.3	25.6375	34.4577	5	4.8	HT	NEST	21.0489	40.4147	1056	775.6401252	60	60	60	3.30E-05	3.41E-06	-15302201.18	-15302210.38	-15302226.26	-15302235.46	1	0.756140198	0.334259167	-0.5738413	-0.245896595	0.11412002	1.363691442	0.282096449	-0.121445062	0.10801017	-0.224261439	-0.194919121	0.110326472	0.905445169	0.270263519	-0.178695094	0.099378435	-0.282173326	0.940341723	0.12013804	1.07974758	0.273466814	-0.13043653	0.110764729	-0.266874582
190	2020/5/18T4:18:23.7	25.6998	34.4962	14	4.6	HT	NEST	21.0489	40.4147	1056	774.9790185	60	60	60	2.16E-05	2.75E-06	-13964560.14	-13964569.34	-13964592.85	-13964602.05	1	0.758514723	0.31097078	-0.867701838	-0.515807616	0.110764242	1.363691442	0.282096449	-0.121445062	0.10801017	0.048024107	-0.461402119	0.107071669	0.905445169	0.270263519	-0.178695094	0.099378435	-0.038978715	0.400549135	0.117004469	1.07974758	0.273466814	-0.13043653	0.110764729	-0.020942532
196	2020/5/18T23:22:37.2	25.5762	34.3066	7	5.2	HT	NEST	21.0489	40.4147	1056	787.4190683	60	60	60	4.57E-05	5.70E-06	-13895905.57	-13895914.77	-13895933.41	-13895942.61	1	0.386277876	-0.067847855	-0.465578637	-0.826509415	0.104603435	1.363691442	0.282096449	-0.121445062	0.10801017	-0.013510941	-0.81379422	0.101050847	0.905445169	0.270263519	-0.178695094	0.099378435	-0.065405249	0.823476381	0.11129827	1.07974758	0.273466814	-0.13043653	0.110764729	-0.041746577
316	2020/6/19T7:43:22.0	25.5606	34.3295	8	4.6	HT	NEST	21.0489	40.4147	1056	784.5121966	60	60	60	0.000145045	2.08E-06	-11187471.65	-11187480.85	-11187472	-11187481.2	1	2.745170195	2.279448556	1.107208814	-0.098974396	0.138576471	1.363691442	0.282096449	-0.121445062	0.10801017	1.617846359	-0.085283974	0.13413432	0.905445169	0.270263519	-0.178695094	0.099378435	1.553380916	0.783643284	0.143382198	1.07974758	0.273466814	-0.13043653	0.110764729	1.570873971
71	2020/2/7T3:11:48.1	26.5741	35.1654	5	4.5	HL	NPS	25.61037	35.26134	288	88.54904357	60	60	60	0.007795606	0.000574555	-22695075.31	-22695084.51	-22695075.7	-22695084.9	1	-0.809139844	-0.544082158	-1.864873351	0.182106898	0.234443006	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.107084839	0.253891132	0.227111951	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.050728553	0.967705972	0.241008366	-0.562229554	0.122727826	-0.13043653	0.110764729	0.056706252
93	2020/3/9T8:45:46.8	26.1127	35.3961	7	3.6	HL	NPS	25.61037	35.26134	288	48.60694982	60	60	60	0.00244043	8.86E-05	-19996650.52	-19996659.72	-19996650.12	-19996659.32	1	-1.082363036	-1.097139388	-3.752850108	-0.300542524	0.378826063	-0.746768693	0.127918846	-0.121445062	0.10801017	0.102341391	-0.386102695	0.366020948	-0.653151182	0.120031171	-0.178695094	0.099378435	0.036208044	-0.78467143	0.411260641	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.078893103
105	2020/3/21T18:58:34.2	25.8925	35.5376	10	3.7	HL	NPS	25.61037	35.26134	288	41.25716286	60	60	60	0.016735332	0.000743742	-18923086.01	-18923095.21	-18923085.81	-18923095.01	1	0.366371481	0.312708544	-2.151474699	0.690953562	0.183445759	-0.746768693	0.127918846	-0.121445062	0.10801017	0.559579822	0.695828381	0.177746643	-0.653151182	0.120031171	-0.178695094	0.099378435	0.364124901	0.304212402	0.187826546	-0.562229554	0.122727826	-0.13043653	0.110764729	0.433598474
127	2020/4/11T10:22:55.6	26.1795	35.2176	21	4.8	HL	NPS	25.61037	35.26134	288	56.21630513	60	60	60	0.021329728	0.000852196	-17139613.29	-17139622.49	-17139618.65	-17139627.85	1	-1.256750894	-1.069110012	-1.92184998	-0.225334057	0.110173683	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.147254934	-0.112820926	0.106491447	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.209044348	1.008544521	0.116456224	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.041108926
128	2020/4/11T10:35:19.1	26.1887	35.2597	16	3.6	HL	NPS	25.61037	35.26134	288	55.089975	60	60	60	0.003524577	0.000150212	-17138876.43	-17138885.63	-17138876.47	-17138885.67	1	-0.509000013	-0.485959934	-3.158038731	0.518106731	0.291704996	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.142944841	0.393390759	0.282320254	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.132105956	0.022768021	0.304409516	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.291521177
138	2020/4/19T10:34:29.7	25.0214	34.3707	15	3.8	HL	NPS	25.61037	35.26134	288	113.5769826	60	60	60	0.000296122	2.09E-05	-16447698.04	-16447707.24	-16447713.48	-16447722.68	1	-2.075841575	-1.859182909	-4.271952809	-0.212806541	0.209393089	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.978873131	-0.176138741	0.202890066	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.935799431	-0.445255609	0.214513456	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.937411625
140	2020/4/22T6:5:50.8	26.1887	35.2139	19	4.4	HL	NPS	25.61037	35.26134	288	56.31038468	60	60	60	0.015078445	0.000596988	-16204644.57	-16204653.77	-16204644.63	-16204653.83	1	-0.741040799	-0.604909863	-2.01634233	-0.274604441	0.244362319	-0.746768693	0.127918846	-0.121445062	0.10801017	0.417725545	-0.227178854	0.236705329	-0.653151182	0.120031171	-0.178695094	0.099378435	0.369513728	0.352725466	0.251685304	-0.562229554	0.122727826	-0.13043653	0.110764729	0.52021778
144	2020/4/25T10:48:35.6	24.0335	34.866	14	3.9	HL	NPS	25.61037	35.26134	288	151.0514872	60	60	60	0.000316876	3.40E-05	-15928447.93	-15928457.13	-15928448.01	-15928457.21	1	-1.591224708	-1.330888172	-3.597705949	0.585431076	0.210570382	-0.746768693	0.127918846	-0.121445062	0.10801017	-1.292493881	0.565576142	0.204014677	-0.653151182	0.120031171	-0.178695094	0.099378435	-1.149219577	0.497727305	0.215766298	-0.562229554	0.122727826	-0.13043653	0.110764729	-1.206147679
146	2020/4/26T13:23:40.6	24.7055	34.7177	14	3.8	HL	NPS	25.61037	35.26134	288	103.2793059	60	60	60	0.001498312	6.08E-05	-15832755.33	-15832764.53	-15832758.92	-15832768.12	1	-0.649474241	-0.448279229	-2.853643641	0.317445465	0.271326167	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.082757803	0.293040834	0.262732248	-0.653151182	0.120031171	-0.178695094	0.099378435	0.005924674	0.13205351	0.281380072	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.096411576
148	2020/5/1T18:3:14.1	24.7018	35.0089	26	3.9	HL	NPS	25.61037	35.26134	288	91.27997138	60	60	60	0.001729443	0.000106819	-15383988.82	-15383998.02	-15383986.63	-15383995.83	1	-0.964794831	-0.773632184	-3.005807049	-0.095810152	0.244095738	-0.746768693	0.127918846	-0.121445062	0.10801017	0.015177224	-0.111847903	0.236451066	-0.653151182	0.120031171	-0.178695094	0.099378435	0.085460457	-0.183491325	0.251389777	-0.562229554	0.122727826	-0.13043653	0.110764729	0.066969851
150	2020/5/2T12:51:9.2	25.6915	34.4366	9	6	HL	NPS	25.61037	35.26134	288	92.26389692	60	60	60	0.005417188	0.00084082	-15316301.77	-15316310.97	-15316306.68	-15316315.88	1	-3.4044614	-3.849631664	-3.381262985	-0.930147423	0.106111378	-0.746768693	0.127918846	-0.121445062	0.10801017	-1.590152074	-1.180843283	0.102497743	-0.653151182	0.120031171	-0.178695094	0.099378435	-1.921543644	1.292843971	0.112683034	-0.562229554	0.122727826	-0.13043653	0.110764729	-1.78482138
153	2020/5/2T13:33:52.6	25.4242	34.3707	5	4.7	HL	NPS	25.61037	35.26134	288	100.401825	60	60	60	0.000917704	0.000127538	-15313739.04	-15313748.24	-15313738.63	-15313747.83	1	-3.134194807	-2.817614426	-3.872415699	-0.494701994	0.146451416	-0.746768693	0.127918846	-0.121445062	0.10801017	-1.75533091	-0.434426957	0.141806343	-0.653151182	0.120031171	-0.178695094	0.099378435	-1.635942731	0.550454075	0.151027598	-0.562229554	0.122727826	-0.13043653	0.110764729	-1.533584199
157	2020/5/2T16:44:31.3	25.6375	34.4577	5	4.8	HL	NPS	25.61037	35.26134	288	89.34535767	60	60	60	0.00162359	0.000192978	-15302302.23	-15302311.43	-15302302.34	-15302311.54	1	-3.006569559	-2.699815947	-3.608918975	-0.245896595	0.11412002	-0.746768693	0.127918846	-0.121445062	0.10801017	-1.876511061	-0.194919121	0.110326472	-0.653151182	0.120031171	-0.178695094	0.099378435	-1.757652089	0.940341723	0.12013804	-0.562229554	0.122727826	-0.13043653	0.110764729	-1.659975123
177	2020/5/10T8:40:14.1	25.6174	34.3094	2	3.9	HL	NPS	25.61037	35.26134	288	105.6317854	60	60	60	0.000659248	4.37E-05	-14640159.89	-14640169.09	-14640159.96	-14640169.16	1	-1.640300248	-1.421763557	-3.666736751	-0.337792414	0.244369097	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.418345931	-0.275980568	0.236712369	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.398538251	-0.404110354	0.251677819	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.373340822
180	2020/5/12T3:7:56.2	25.5844	34.2764	6	3.8	HL	NPS	25.61037	35.26134	288	109.4722541	60	60	60	0.000387443	2.21E-05	-14487294.4	-14487303.6	-14487298.04	-14487307.24	1	-1.883388936	-1.672432718	-4.082442276	-0.491266148	0.339500458	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.507960885	-0.438349267	0.328332666	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.486838713	-0.704053288	0.361243189	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.489103412
184	2020/5/16T2:30:28.1	25.719	34.3469	8	4	HL	NPS	25.61037	35.26134	288	102.2674357	60	60	60	0.000311566	2.49E-05	-14143941.03	-14143950.23	-14143953.9	-14143963.1	1	-2.670555323	-2.444174722	-4.527369056	-0.030194475	0.132544136	-0.746768693	0.127918846	-0.121445062	0.10801017	-1.756198945	-0.03559069	0.128296532	-0.653151182	0.120031171	-0.178695094	0.099378435	-1.661339295	-0.033928878	0.137582008	-0.562229554	0.122727826	-0.13043653	0.110764729	-1.604154603
190	2020/5/18T4:18:23.7	25.6998	34.4962	14	4.6	HL	NPS	25.61037	35.26134	288	86.46489558	60	60	60	0.001185305	0.00010942	-13964669.28	-13964678.48	-13964667.47	-13964676.67	1	-2.953167148	-2.679955505	-3.857706506	-0.515807616	0.110764242	-0.746768693	0.127918846	-0.121445062	0.10801017	-1.553197629	-0.461402119	0.107071669	-0.653151182	0.120031171	-0.178695094	0.099378435	-1.471308649	0.400549135	0.117004469	-0.562229554	0.122727826	-0.13043653	0.110764729	-1.368970066
193	2020/5/18T11:48:9.0	25.6073	34.3121	15	4.5	HL	NPS	25.61037	35.26134	288	106.4098592	60	60	60	0.000928722	7.61E-05	-13937680.37	-13937689.57	-13937682.76	-13937691.96	1	-2.574669253	-2.274508227	-3.612222989	-0.655706001	0.140087429	-0.746768693	0.127918846	-0.121445062	0.10801017	-1.034801349	-0.592341311	0.135626449	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.934922178	0.119249391	0.14483218	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.842186805
196	2020/5/18T23:22:37.2	25.5762	34.3066	7	5.2	HL	NPS	25.61037	35.26134	288	106.2121402	60	60	60	0.003649404	0.000283528	-13896014.79	-13896023.99	-13896012.78	-13896021.98	1	-2.543190133	-2.323654548	-2.742423346	-0.826509415	0.104603435	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.832518815	-0.81379422	0.101050847	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.762615591	0.823476381	0.11129827	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.676614152
199	2020/5/19T0:35:22.7	25.6911	34.3061	10	3.6	HL	NPS	25.61037	35.26134	288	106.7254086	60	60	60	0.000357185	1.72E-05	-13891651.24	-13891660.44	-13891651.42	-13891660.62	1	-1.58598503	-1.406103278	-4.147973149	-0.38858415	0.311198144	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.313238977	-0.337176336	0.301135802	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.321682205	-0.850714817	0.327150991	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.407972757
217	2020/5/20T18:0:34.6	25.6934	34.3652	8	4	HL	NPS	25.61037	35.26134	288	100.0489309	60	60	60	0.000578458	3.16E-05	-13742542.4	-13742551.6	-13742539.74	-13742548.94	1	-2.095649294	-1.873225115	-3.954547135	-0.545314922	0.272339967	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.666172468	-0.476013092	0.263693448	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.649967286	-0.472500412	0.28249966	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.592761148
220	2020/5/21T1:41:48.9	25.817	34.8587	2	3.5	HL	NPS	25.61037	35.26134	288	48.53749746	60	60	60	0.0051384	0.000105177	-13714886.99	-13714896.19	-13714886.97	-13714896.17	1	-0.124716045	-0.153395267	-2.980850467	0.323426881	0.289259881	-0.746768693	0.127918846	-0.121445062	0.10801017	0.436018978	0.254866126	0.280017191	-0.653151182	0.120031171	-0.178695094	0.099378435	0.338983344	-0.293447134	0.301659932	-0.562229554	0.122727826	-0.13043653	0.110764729	0.201882242
243	2020/5/26T0:58:33.5	26.1163	35.3778	9	3.5	HL	NPS	25.61037	35.26134	288	48.6793722	60	60	60	0.001723744	5.92E-05	-13285484.9	-13285494.1	-13285484.97	-13285494.17	1	-1.212228942	-1.240003658	-4.067848063	0.022576279	0.339500458	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.350643318	-0.063755807	0.328332666	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.429003113	-0.562271061	0.361243189	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.616291426
296	2020/6/9T2:46:26.9	25.7016	34.3222	5	3.9	HL	NPS	25.61037	35.26134	288	104.6528432	60	60	60	0.000260401	1.40E-05	-12069381.96	-12069391.16	-12069385.94	-12069395.14	1	-2.588062789	-2.371114362	-4.615331151	-1.102221115	0.288648474	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.601679771	-1.04358395	0.279432989	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.580285675	-1.249381689	0.300945589	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.476663887
316	2020/6/19T7:43:22.0	25.5606	34.3295	8	4.6	HL	NPS	25.61037	35.26134	288	103.8070599	60	60	60	0.002379573	0.000200763	-11187569.72	-11187578.92	-11187571.6	-11187580.8	1	-1.899271746	-1.590022807	-2.785179134	-0.098974396	0.138576471	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.916135447	-0.085283974	0.13413432	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.757494096	0.783643284	0.143382198	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.679536843
317	2020/6/19T20:34:11.9	25.5322	34.5557	30	4.4	HL	NPS	25.61037	35.26134	288	84.24140358	60	60	60	0.002511954	0.000221579	-11141332.44	-11141341.64	-11141330.91	-11141340.11	1	-1.820753647	-1.579856271	-3.039242159	-0.16009215	0.147186193	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.776499594	-0.097269299	0.142537541	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.735342235	0.488463149	0.151742973	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.638419733
318	2020/6/19T21:17:15.2	25.5542	34.5483	15	4.5	HL	NPS	25.61037	35.26134	288	80.73098272	60	60	60	0.002229437	0.000157191	-11138744.56	-11138753.76	-11138745.77	-11138754.97	1	-2.234614926	-1.990115	-3.301248162	-0.398291969	0.154560632	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.952161054	-0.313895484	0.1497064	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.928974779	0.405278012	0.158960249	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.817240599
334	2020/6/26T22:15:15.2	26.6986	35.5353	10	3.8	HL	NPS	25.61037	35.26134	288	103.9356367	60	60	60	0.00162811	5.84E-05	-10530464.29	-10530473.49	-10530462.48	-10530471.68	1	-0.553615814	-0.3513163	-2.757202091	0.129087642	0.339877136	-0.746768693	0.127918846	-0.121445062	0.10801017	0.201458448	0.113071482	0.328691877	-0.653151182	0.120031171	-0.178695094	0.099378435	0.282856956	-0.022631246	0.36171418	-0.562229554	0.122727826	-0.13043653	0.110764729	0.15471473
337	2020/6/28T11:18:35.0	26.6757	35.5289	8	4.4	HL	NPS	25.61037	35.26134	288	101.5705038	60	60	60	0.00466704	0.000216233	-10397062.45	-10397071.65	-10397062.78	-10397071.98	1	-0.838885024	-0.56018151	-2.037485503	-0.007932511	0.176900345	-0.746768693	0.127918846	-0.121445062	0.10801017	0.05320939	0.062978717	0.171382307	-0.653151182	0.120031171	-0.178695094	0.099378435	0.12408451	0.645813932	0.181209306	-0.562229554	0.122727826	-0.13043653	0.110764729	0.20598614
338	2020/6/28T15:10:59.8	26.6611	35.5801	7	3.6	HL	NPS	25.61037	35.26134	288	102.0283043	60	60	60	0.001695481	6.26E-05	-10383119.26	-10383128.46	-10383119.2	-10383128.4	1	-0.119547247	0.052570465	-2.685654122	0.373271271	0.339500458	-0.746768693	0.127918846	-0.121445062	0.10801017	0.391343386	0.382000441	0.328332666	-0.653151182	0.120031171	-0.178695094	0.099378435	0.417814762	0.036469949	0.361243189	-0.562229554	0.122727826	-0.13043653	0.110764729	0.167161504
342	2020/6/29T6:41:21.9	26.6922	35.5417	2	3.5	HL	NPS	25.61037	35.26134	288	103.1033552	60	60	60	0.001922296	5.83E-05	-10327296.05	-10327305.25	-10327296.02	-10327305.22	1	0.242469222	0.402978931	-2.507750521	0.834817451	0.312945183	-0.746768693	0.127918846	-0.121445062	0.10801017	0.291813674	0.825142576	0.302787745	-0.653151182	0.120031171	-0.178695094	0.099378435	0.325081092	0.377842797	0.329220244	-0.562229554	0.122727826	-0.13043653	0.110764729	0.003692257
345	2020/6/30T0:44:37.5	26.6876	35.5499	10	4	HL	NPS	25.61037	35.26134	288	103.4669553	60	60	60	0.003610013	0.000145662	-10262304.65	-10262313.85	-10262301.56	-10262310.76	1	-0.197239466	0.031195629	-2.052975508	0.370806135	0.233531595	-0.746768693	0.127918846	-0.121445062	0.10801017	0.316116303	0.405467884	0.226241941	-0.653151182	0.120031171	-0.178695094	0.099378435	0.372972482	0.491696097	0.240011341	-0.562229554	0.122727826	-0.13043653	0.110764729	0.344613971
349	2020/7/3T6:16:34.0	26.6904	35.4776	13	3.6	HL	NPS	25.61037	35.26134	288	101.9083314	60	60	60	0.001495434	4.30E-05	-9983185.1	-9983194.302	-9983185.08	-9983194.282	1	-0.247457166	-0.07554933	-2.813676034	0.271766073	0.379248753	-0.746768693	0.127918846	-0.121445062	0.10801017	0.364938664	0.23216107	0.366422585	-0.653151182	0.120031171	-0.178695094	0.099378435	0.439534337	-0.04866766	0.411831544	-0.562229554	0.122727826	-0.13043653	0.110764729	0.124277201
353	2020/7/7T21:11:23.4	25.351	34.6564	52	3.6	HL	NPS	25.61037	35.26134	288	88.31316284	60	60	60	0.000649719	3.01E-05	-9583902.65	-9583911.852	-9583902.61	-9583911.812	1	-1.360975619	-1.217081159	-3.94236616	-0.202920148	0.270842224	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.273893568	-0.189779819	0.262270438	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.280056602	-0.695638276	0.280807028	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.357442309
355	2020/7/8T9:34:32.9	26.6757	35.5746	7	3.7	HL	NPS	25.61037	35.26134	288	103.0651914	60	60	60	0.001578967	5.97E-05	-9539306.72	-9539315.922	-9539306.24	-9539315.442	1	-0.385823222	-0.198454092	-2.769013523	0.326844075	0.310905317	-0.746768693	0.127918846	-0.121445062	0.10801017	0.171494607	0.312696946	0.300856041	-0.653151182	0.120031171	-0.178695094	0.099378435	0.236093699	0.057875351	0.32679788	-0.562229554	0.122727826	-0.13043653	0.110764729	0.062396701
384	2020/7/27T0:48:25.4	25.5515	35.1096	6	3.6	HL	NPS	25.61037	35.26134	288	18.75352751	60	60	60	0.010093023	0.000303488	-7929297.98	-7929307.182	-7929299.62	-7929308.822	1	-1.086761067	-1.438127505	-3.948090679	-0.250372614	0.22465137	-0.746768693	0.127918846	-0.121445062	0.10801017	0.047773451	-0.325372558	0.217654123	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.365510209	-0.849046149	0.230560853	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.209758955
393	2020/8/10T1:53:35.5	26.3058	35.2011	10	3.8	HL	NPS	25.61037	35.26134	288	64.48309933	60	60	60	0.002661512	9.00E-05	-6715774.62	-6715783.822	-6715774.58	-6715783.782	1	-0.952949483	-0.858504417	-3.215705641	-0.18411464	0.271350305	-0.746768693	0.127918846	-0.121445062	0.10801017	0.115327061	-0.264669147	0.262756919	-0.653151182	0.120031171	-0.178695094	0.099378435	0.153409467	-0.452266877	0.281383567	-0.562229554	0.122727826	-0.13043653	0.110764729	0.125846811
401	2020/8/14T13:46:27.3	26.3104	35.1398	14	4	HL	NPS	25.61037	35.26134	288	66.70662067	60	60	60	0.003144453	0.000160936	-6327403.28	-6327412.482	-6327403.34	-6327412.542	1	-1.157899665	-1.027453549	-3.06689631	-0.001085634	0.271327804	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.272652128	-0.05256672	0.262734029	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.227642092	0.052294981	0.281364037	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.229905716
419	2020/8/31T19:58:38.7	25.6284	34.3259	5	3.8	HL	NPS	25.61037	35.26134	288	103.9224703	60	60	60	0.000399197	2.85E-05	-4836259.58	-4836268.782	-4836256.3	-4836265.502	1	-1.959592193	-1.757314667	-4.163190068	-0.477878465	0.288978247	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.597551825	-0.414503464	0.279748691	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.595566466	-0.681122205	0.301327422	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.592782287
436	2020/9/18T16:28:18.6	25.2933	34.9338	52	5.3	HL	NPS	25.61037	35.26134	288	69.93061599	60	60	60	0.07495468	0.008743067	-3293692.28	-3293701.482	-3293692.62	-3293701.822	1	-0.405429103	-0.385855875	-0.638093567	-0.273046508	0.11201441	-0.746768693	0.127918846	-0.121445062	0.10801017	0.751779308	-0.229920928	0.108296396	-0.653151182	0.120031171	-0.178695094	0.099378435	0.59130979	1.498907075	0.118139703	-0.562229554	0.122727826	-0.13043653	0.110764729	0.752284933
441	2020/9/20T6:31:4.3	26.3846	35.0693	13	4.3	HL	NPS	25.61037	35.26134	288	74.87144347	60	60	60	0.00287877	0.000146005	-3156718.94	-3156728.142	-3156720.29	-3156729.492	1	-1.686452777	-1.486516079	-3.079976514	-0.245863559	0.244243473	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.556427315	-0.228255593	0.23659249	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.511015748	0.235616257	0.251546784	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.426307196
446	2020/9/24T18:52:14.0	25.9195	35.2927	16	4.1	HL	NPS	25.61037	35.26134	288	32.68622901	60	60	60	0.023415251	0.00050684	-2766668.99	-2766678.192	-2766669.02	-2766678.222	1	-0.51632851	-0.595708128	-2.379611122	0.541387096	0.169266907	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.173553703	0.576252118	0.163985278	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.424715509	0.782007589	0.173513417	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.272333136
447	2020/9/24T21:22:54.1	25.9177	35.3036	14	3.8	HL	NPS	25.61037	35.26134	288	31.74626843	60	60	60	0.020278892	0.000391208	-2757629.2	-2757638.402	-2757629.18	-2757638.382	1	-0.058296091	-0.187767306	-2.447151697	0.543580971	0.203042987	-0.746768693	0.127918846	-0.121445062	0.10801017	0.282284841	0.513278234	0.196742177	-0.653151182	0.120031171	-0.178695094	0.099378435	0.046199198	0.311534022	0.207922141	-0.562229554	0.122727826	-0.13043653	0.110764729	0.130599856
467	2020/10/5T20:50:25.6	25.3217	34.3085	11	3.7	HL	NPS	25.61037	35.26134	288	109.53979	60	60	60	0.000144464	1.29E-05	-1809150.23	-1809159.432	-1809150.7	-1809159.902	1	-2.65326024	-2.455667432	-5.031071597	-0.645361412	0.209641842	-0.746768693	0.127918846	-0.121445062	0.10801017	-1.123736925	-0.596115667	0.203130762	-0.653151182	0.120031171	-0.178695094	0.099378435	-1.112307027	-1.02370929	0.214761473	-0.562229554	0.122727826	-0.13043653	0.110764729	-1.118076731
469	2020/10/7T18:32:0.2	25.0845	34.3039	12	3.6	HL	NPS	25.61037	35.26134	288	117.2571333	60	60	60	0.000206919	8.31E-06	-1644651.69	-1644660.892	-1644655.59	-1644664.792	1	-1.936455243	-1.742086472	-4.490925126	-0.219246221	0.244506912	-0.746768693	0.127918846	-0.121445062	0.10801017	-0.833047119	-0.216609509	0.236845861	-0.653151182	0.120031171	-0.178695094	0.099378435	-0.778232225	-0.732283705	0.251839672	-0.562229554	0.122727826	-0.13043653	0.110764729	-0.869355845
476	2020/10/12T0:30:41.2	26.293	35.6314	21	5.1	HL	NPS	25.61037	35.26134	288	77.32954052	60	60	60	0.055877392	0.001973021	-1277546.98	-1277556.182	-1277546.21	-1277555.412	1	-0.287833665	-0.069637511	-0.577140902	-0.868885145	0.104558228	-0.746768693	0.127918846	-0.121445062	0.10801017	1.465213383	-0.718689592	0.101010256	-0.653151182	0.120031171	-0.178695094	0.099378435	1.396296818	0.762958612	0.111240824	-0.562229554	0.122727826	-0.13043653	0.110764729	1.549186062
477	2020/10/12T0:44:26.5	26.3168	35.6003	27	4.4	HL	NPS	25.61037	35.26134	288	79.20832566	60	60	60	0.012568043	0.000612406	-1276721.54	-1276730.742	-1276721.62	-1276730.822	1	-0.325138556	-0.098362258	-1.551188348	-0.138118991	0.145103528	-0.746768693	0.127918846	-0.121445062	0.10801017	0.697142338	-0.023105317	0.140510509	-0.653151182	0.120031171	-0.178695094	0.099378435	0.671987796	0.567691467	0.149660425	-0.562229554	0.122727826	-0.13043653	0.110764729	0.77040576
